SG_UF;CD_CARGO;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_URNA_CANDIDATO;SG_PARTIDO
MG;6;DEPUTADO FEDERAL;130002543714;4010;DUARTE JUNIOR;PSB
MG;6;DEPUTADO FEDERAL;130002543720;4000;RENATO ANDRADE;PSB
MG;6;DEPUTADO FEDERAL;130002543692;4047;IARA CENDON;PSB
MG;6;DEPUTADO FEDERAL;130002543706;4030;PEDRO GAMA;PSB
MG;6;DEPUTADO FEDERAL;130002543694;4090;LILIAN SOARES;PSB
MG;6;DEPUTADO FEDERAL;130002547905;1516;ADRIANA RODRIGUES;MDB
MG;6;DEPUTADO FEDERAL;130002547920;1569;VAGNER DE OLIVEIRA;MDB
MG;6;DEPUTADO FEDERAL;130002547924;1520;BERNARDO OTOCH;MDB
MG;6;DEPUTADO FEDERAL;130002547898;1560;MARY CAMARGOS;MDB
MG;6;DEPUTADO FEDERAL;130002547910;1535;RODRIGO LIDERANCA;MDB
MG;6;DEPUTADO FEDERAL;130002547931;1578;LETIM DO RETIRO;MDB
MG;6;DEPUTADO FEDERAL;130002534501;3001;MARCO ANTONIO SUPERMAN;NOVO
MG;6;DEPUTADO FEDERAL;130002534498;3014;THIAGO LISBOA MARANATA;NOVO
MG;6;DEPUTADO FEDERAL;130002534495;3054;ARIEVLIS;NOVO
MG;6;DEPUTADO FEDERAL;130002534465;3012;PEDRO LIMA;NOVO
MG;6;DEPUTADO FEDERAL;130002534470;3073;EGMAR GONCALVES;NOVO
MG;6;DEPUTADO FEDERAL;130002553035;3343;JARBAS PIMENTA;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553040;3366;MARILDA MACIEL;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002534484;3010;GIOVANI DOS SANTOS;NOVO
MG;6;DEPUTADO FEDERAL;130002534461;3006;MIRIAM GUZELLA;NOVO
MG;6;DEPUTADO FEDERAL;130002534467;3058;ADRIANA DINIZ;NOVO
MG;6;DEPUTADO FEDERAL;130002534491;3013;PROFESSORA ABIGAIL CARVALHO;NOVO
MG;6;DEPUTADO FEDERAL;130002534494;3047;PLINIO TRUMP;NOVO
MG;6;DEPUTADO FEDERAL;130002553031;3334;VENICIO HISTORIADOR;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553032;3328;MAURICIO POETA;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553047;3365;VITORIA;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002534490;3060;PAULO EUGENIO;NOVO
MG;6;DEPUTADO FEDERAL;130002545584;5505;PAULO FILHO DA FUNDACAO;PSD
MG;6;DEPUTADO FEDERAL;130002545559;5555;DIEGO ANDRADE;PSD
MG;6;DEPUTADO FEDERAL;130002545569;5569;BINGA;PSD
MG;6;DEPUTADO FEDERAL;130002545571;5599;FABRICIO SIRIO;PSD
MG;6;DEPUTADO FEDERAL;130002545580;5577;ROSE FELIX;PSD
MG;6;DEPUTADO FEDERAL;130002543595;7018;LUCIANA SCHETTINI;AVANTE
MG;6;DEPUTADO FEDERAL;130002543603;7005;PROF. FRED;AVANTE
MG;6;DEPUTADO FEDERAL;130002552138;7097;CORONEL FABIO;AVANTE
MG;6;DEPUTADO FEDERAL;130002551490;7021;ANA TOUR;AVANTE
MG;6;DEPUTADO FEDERAL;130002543629;7022;ALBERTO SILVA - BETTO;AVANTE
MG;6;DEPUTADO FEDERAL;130002543620;7087;ATALIBA SANTANA;AVANTE
MG;6;DEPUTADO FEDERAL;130002543622;7009;PAI DO KAIO JORGE;AVANTE
MG;6;DEPUTADO FEDERAL;130002543112;7070;LUIS TIBE;AVANTE
MG;6;DEPUTADO FEDERAL;130002550172;7774;BENHUR ABRAHAO;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533256;2501;HELIO BARBOSA;PRD
MG;6;DEPUTADO FEDERAL;130002533252;2522;CARLAO AGORA;PRD
MG;6;DEPUTADO FEDERAL;130002550173;7770;VALDIR SANTOS;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533253;2577;LUCIENE MELO;PRD
MG;6;DEPUTADO FEDERAL;130002533272;7722;OTAVIO CAMPOS;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533251;2505;DRA. MARCIA;PRD
MG;6;DEPUTADO FEDERAL;130002550170;7745;VIVI LIMA;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002538260;1255;RONILDO REIS;PDT
MG;6;DEPUTADO FEDERAL;130002538254;1233;ADRIANA PAZ;PDT
MG;6;DEPUTADO FEDERAL;130002538266;1242;LORENA COSTA;PDT
MG;6;DEPUTADO FEDERAL;130002538272;1269;SIMONE SANTOS;PDT
MG;6;DEPUTADO FEDERAL;130002538270;1230;LILI DO GARI;PDT
MG;6;DEPUTADO FEDERAL;130002538294;1278;TIA BEL;PDT
MG;6;DEPUTADO FEDERAL;130002538258;1224;SAMARA  BRAGA;PDT
MG;6;DEPUTADO FEDERAL;130002538280;1244;LOCUTOR FRANK LIVRAMENTO;PDT
MG;6;DEPUTADO FEDERAL;130002538290;1218;DR JULIO CESAR;PDT
MG;6;DEPUTADO FEDERAL;130002538253;1250;FABIO BOERI;PDT
MG;6;DEPUTADO FEDERAL;130002538295;1251;NATALIA DE JESUS;PDT
MG;6;DEPUTADO FEDERAL;130002542003;2250;LAFAYETTE ANDRADA;PL
MG;6;DEPUTADO FEDERAL;130002542014;2292;ATAIDE VILELA;PL
MG;6;DEPUTADO FEDERAL;130002542016;2244;MARCELO ALVARO ANTONIO;PL
MG;6;DEPUTADO FEDERAL;130002541999;2278;ANDRE COSTA;PL
MG;6;DEPUTADO FEDERAL;130002539841;4570;LEONARDO MATTOS;PSDB
MG;6;DEPUTADO FEDERAL;130002539852;4565;JUSSARA SENA;PSDB
MG;6;DEPUTADO FEDERAL;130002548781;2055;WILSINHO DA TABU;PODE
MG;6;DEPUTADO FEDERAL;130002548798;2038;MARIO KNICHALLA CACADOR;PODE
MG;6;DEPUTADO FEDERAL;130002548788;2026;RUBAO;PODE
MG;6;DEPUTADO FEDERAL;130002548795;2020;NELY AQUINO;PODE
MG;6;DEPUTADO FEDERAL;130002548818;2007;PASTORA TEREZINHA;PODE
MG;6;DEPUTADO FEDERAL;130002548786;2090;CAPITAO VELOSO;PODE
MG;6;DEPUTADO FEDERAL;130002535294;1368;JOAO MARES GUIA;PT
MG;6;DEPUTADO FEDERAL;130002535309;1351;NANCI MENEZES;PT
MG;6;DEPUTADO FEDERAL;130002535314;1350;GILMAR MACHADO;PT
MG;6;DEPUTADO FEDERAL;130002539640;1326;AMANTINO ANDRADE;PT
MG;6;DEPUTADO FEDERAL;130002538960;1899;ALFREDO PASTORI;REDE
MG;6;DEPUTADO FEDERAL;130002539727;5000;MARIA DA CONSOLACAO;PSOL
MG;6;DEPUTADO FEDERAL;130002538961;1874;SAULO SILVA;REDE
MG;6;DEPUTADO FEDERAL;130002538973;5020;EVELLYN LOREN;PSOL
MG;6;DEPUTADO FEDERAL;130002539729;5015;IORRANA JULLYCE;PSOL
MG;6;DEPUTADO FEDERAL;130002551253;2708;JOAO AGRIPINO;DC
MG;6;DEPUTADO FEDERAL;130002551258;2722;VALDIVINO RITA VININHO;DC
MG;6;DEPUTADO FEDERAL;130002551256;2707;TAVINHO DO DOM BOSCO;DC
MG;6;DEPUTADO FEDERAL;130002544432;1441;JOYCE RIANELLI;MISSÃO
MG;6;DEPUTADO FEDERAL;130002544434;1445;JOAO PAULO NAGASHI;MISSÃO
MG;6;DEPUTADO FEDERAL;130002544429;1414;CARLOS HENRIQUE DIAS;MISSÃO
MG;6;DEPUTADO FEDERAL;130002544431;1411;ELENORA VALE;MISSÃO
MG;6;DEPUTADO FEDERAL;130002542744;1133;ELIO LACERDA;PP
MG;6;DEPUTADO FEDERAL;130002542730;4444;DELEGADO MARCELO FREITAS;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542715;4450;RODRIGO DE CASTRO;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542728;4404;ELEONORA DO CEM;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542714;1199;ANA PAULA LEAO;PP
MG;6;DEPUTADO FEDERAL;130002537199;1000;GLEIDSON AZEVEDO;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537203;1078;MAYCON MATOS ADVOGADO DO BPC;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537208;1020;JAIME DANIEL;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002535340;43123;ADALCLEVER LOPES;PV
MG;7;DEPUTADO ESTADUAL;130002535374;13100;DR. JEAN FREIRE;PT
MG;7;DEPUTADO ESTADUAL;130002535338;13654;PROFESSOR JALES;PT
MG;7;DEPUTADO ESTADUAL;130002535365;43789;CARLITO DO TEMPERO ARRUDA;PV
MG;7;DEPUTADO ESTADUAL;130002535388;43999;FABAO;PV
MG;7;DEPUTADO ESTADUAL;130002535350;13555;ANDRE QUINTAO;PT
MG;7;DEPUTADO ESTADUAL;130002535337;13001;HENRICO BARBOZA;PT
MG;7;DEPUTADO ESTADUAL;130002533529;35111;MARCELO AUGUSTO;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533503;35199;ROMULO LOPES;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533518;35678;GLYCON TERRA;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533508;35999;RAPHA SALES;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533530;35810;JUSSARA BRAGA;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002539910;10000;LUD FALCAO;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539882;10022;MARCELO BATALHA;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539894;10773;PAULO HENRIQUE POTOCA;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002541304;21113;ZULU;PCB
MG;7;DEPUTADO ESTADUAL;130002541306;21000;PROFESSOR MARIO MARIANO;PCB
MG;7;DEPUTADO ESTADUAL;130002539900;10669;RONALDO PEREIRA DA SILVA;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539892;10515;PROFESSORA LIDIA JORDAO;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539890;10900;MARISTELA LACO FORTE;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539911;10103;GILVANA RAMGRAB;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539904;10777;LU PRAXEDES;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539901;10200;JEPHERSON MADUREIRA;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539493;50100;BRENDA MARQUES PENA;PSOL
MG;7;DEPUTADO ESTADUAL;130002539504;50555;MILTAO DO MENEZES;PSOL
MG;7;DEPUTADO ESTADUAL;130002539528;50150;CLAUDIO DO JORNAL;PSOL
MG;7;DEPUTADO ESTADUAL;130002539490;50099;IZA LOURENCA;PSOL
MG;7;DEPUTADO ESTADUAL;130002539502;18000;CLAUDIA GUERRA;REDE
MG;7;DEPUTADO ESTADUAL;130002539529;50550;EDINHO CARIOCA;PSOL
MG;7;DEPUTADO ESTADUAL;130002539508;50452;VILSON O CATADOR DE SONHOS;PSOL
MG;7;DEPUTADO ESTADUAL;130002539485;18001;MIGUEL ROCHA;REDE
MG;7;DEPUTADO ESTADUAL;130002539526;50180;MARINA CAMPOS;PSOL
MG;7;DEPUTADO ESTADUAL;130002542077;22220;CABO DIEGO;PL
MG;7;DEPUTADO ESTADUAL;130002542107;22111;PABLO ALMEIDA;PL
MG;7;DEPUTADO ESTADUAL;130002542051;22193;LUCAS MENDES BOMBEIRO;PL
MG;7;DEPUTADO ESTADUAL;130002542088;22077;RODRIGO NICOLAU;PL
MG;7;DEPUTADO ESTADUAL;130002542055;22045;ESTER PONTES;PL
MG;7;DEPUTADO ESTADUAL;130002542058;22211;VITTORIO MEDIOLI;PL
MG;7;DEPUTADO ESTADUAL;130002542063;22450;FABIO CORLAITI;PL
MG;7;DEPUTADO ESTADUAL;130002542103;22200;PROFESSORA VALERIA EVANGELISTA;PL
MG;7;DEPUTADO ESTADUAL;130002542046;22223;FELIPE MATEUS;PL
MG;7;DEPUTADO ESTADUAL;130002542084;22380;LINCOLN DRUMOND;PL
MG;7;DEPUTADO ESTADUAL;130002542087;22144;DR. LEONARDO CONDE;PL
MG;7;DEPUTADO ESTADUAL;130002542076;22322;BELINHA;PL
MG;7;DEPUTADO ESTADUAL;130002542111;22456;ADEMIR SANTOS;PL
MG;7;DEPUTADO ESTADUAL;130002542098;22177;PASTOR RINALDO SILVA;PL
MG;7;DEPUTADO ESTADUAL;130002540068;12777;GLEICILENE DEFENSORA;PDT
MG;7;DEPUTADO ESTADUAL;130002540065;12367;JUZELI SOUZA;PDT
MG;7;DEPUTADO ESTADUAL;130002540034;12066;GIANNY DO ODILON BRAZ;PDT
MG;7;DEPUTADO ESTADUAL;130002540038;12006;VANUSA DE CASSIA;PDT
MG;7;DEPUTADO ESTADUAL;130002544413;14700;FELIPE SOUZA CRUZ;MISSÃO
MG;7;DEPUTADO ESTADUAL;130002544415;14400;BERNARDO VALLADARES;MISSÃO
MG;7;DEPUTADO ESTADUAL;130002549946;55225;EDIR;PSD
MG;7;DEPUTADO ESTADUAL;130002549939;55200;BOSCO;PSD
MG;7;DEPUTADO ESTADUAL;130002549956;55507;DARA LEAL;PSD
MG;7;DEPUTADO ESTADUAL;130002549947;55444;LEANDRO GENARO JUNTOS SOMOS +;PSD
MG;7;DEPUTADO ESTADUAL;130002549957;55240;TITO TORRES;PSD
MG;7;DEPUTADO ESTADUAL;130002542761;44999;CLEITON XAVIER;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542795;11032;HENRIQUE FERREIRA;PP
MG;7;DEPUTADO ESTADUAL;130002542762;44050;RANDOLFO BARAO;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542808;44070;ZE DO LEITE;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542807;44055;GERCI FILHO - SABONETE;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002550130;15025;JOAO FRAGOSO;MDB
MG;7;DEPUTADO ESTADUAL;130002542767;11222;GERALDO VALE;PP
MG;7;DEPUTADO ESTADUAL;130002542780;11007;ALINE SOARES;PP
MG;7;DEPUTADO ESTADUAL;130002542815;11436;MISSIONARIA MARIA VALERIA;PP
MG;7;DEPUTADO ESTADUAL;130002550157;15700;CACULA O HOMEM DO POVO;MDB
MG;7;DEPUTADO ESTADUAL;130002550133;15404;VALDECIR GUADALUPE;MDB
MG;7;DEPUTADO ESTADUAL;130002550155;15321;VITOR PORTO;MDB
MG;7;DEPUTADO ESTADUAL;130002550153;15018;LORENE ALVEZ;MDB
MG;7;DEPUTADO ESTADUAL;130002550122;15555;JULIANA JABER;MDB
MG;7;DEPUTADO ESTADUAL;130002550127;15815;LEANDRO VICTOR;MDB
MG;7;DEPUTADO ESTADUAL;130002550131;15146;ROMER SANTRER;MDB
MG;7;DEPUTADO ESTADUAL;130002550176;77040;JEFERSON SPUTNIK;SOLIDARIEDADE
MG;7;DEPUTADO ESTADUAL;130002532918;25511;CINTIA DA FARMACIA;PRD
MG;7;DEPUTADO ESTADUAL;130002533214;25000;WILLIAM PARREIRA;PRD
MG;7;DEPUTADO ESTADUAL;130002550180;77002;SIMONE CALDAS;SOLIDARIEDADE
MG;7;DEPUTADO ESTADUAL;130002532944;25800;MARCIO LIMA DA SAUDE;PRD
MG;7;DEPUTADO ESTADUAL;130002532938;77200;VITORIA DA SOLIDARIEDADE;SOLIDARIEDADE
MG;7;DEPUTADO ESTADUAL;130002551751;36040;ALEXANDRA NOQUINHA;AGIR
MG;7;DEPUTADO ESTADUAL;130002551499;36666;SIMONE PASSOS (SISI);AGIR
MG;7;DEPUTADO ESTADUAL;130002551500;36377;SANDRA MORRONE;AGIR
MG;7;DEPUTADO ESTADUAL;130002551757;36010;PALAO DO MOTOTAXI;AGIR
MG;7;DEPUTADO ESTADUAL;130002551763;36123;DR. JORGE ALI;AGIR
MG;7;DEPUTADO ESTADUAL;130002551779;36555;FERNANDA BITENCO;AGIR
MG;7;DEPUTADO ESTADUAL;130002551780;36222;CAMILA VIANA;AGIR
MG;7;DEPUTADO ESTADUAL;130002551761;36277;DU DO RESTAURANTE;AGIR
MG;7;DEPUTADO ESTADUAL;130002543642;40347;ANTONIO ELIZEU MARATONISTA;PSB
MG;7;DEPUTADO ESTADUAL;130002543665;40333;JOAO DO JOANINHO;PSB
MG;7;DEPUTADO ESTADUAL;130002543635;40030;BELLA DA ACADEMIA;PSB
MG;7;DEPUTADO ESTADUAL;130002543636;40013;CESAR GORDIN;PSB
MG;7;DEPUTADO ESTADUAL;130002543658;40444;JOSE LUCAS ENFERMEIRO;PSB
MG;7;DEPUTADO ESTADUAL;130002534562;30000;RIAN PEREIRA;NOVO
MG;7;DEPUTADO ESTADUAL;130002534527;30990;FLAVIO GENTEFELIZ;NOVO
MG;7;DEPUTADO ESTADUAL;130002534525;30126;RENATA CARVALHO;NOVO
MG;7;DEPUTADO ESTADUAL;130002534577;30031;EUGENIO SOUSA;NOVO
MG;7;DEPUTADO ESTADUAL;130002534520;30321;CLEITON PINTO;NOVO
MG;7;DEPUTADO ESTADUAL;130002534546;30555;CAROL FABBRI;NOVO
MG;7;DEPUTADO ESTADUAL;130002554145;30004;SAORI VOLKOV;NOVO
MG;7;DEPUTADO ESTADUAL;130002534551;30130;DR. JOAO BUCOMAXILO;NOVO
MG;7;DEPUTADO ESTADUAL;130002534510;30011;ZE LAVIOLA;NOVO
MG;7;DEPUTADO ESTADUAL;130002534521;30880;OTAVIO MAIA;NOVO
MG;7;DEPUTADO ESTADUAL;130002544374;70999;HILDA MARIA CRUZ;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548741;20500;LUIZ DE IPOEMA;PODE
MG;7;DEPUTADO ESTADUAL;130002548704;20212;SARGENTO WARLEY;PODE
MG;7;DEPUTADO ESTADUAL;130002544123;70700;DR. CAIO;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548756;20404;MARIE SOUTO;PODE
MG;7;DEPUTADO ESTADUAL;130002544406;70200;PASTOR GERALDO MAGELO;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544396;70555;ADRIANA DO GAS;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548743;20602;DR. AILTON FISIOTERAPEUTA;PODE
MG;7;DEPUTADO ESTADUAL;130002548727;20011;DENTINHO NOGUEIRA;PODE
MG;7;DEPUTADO ESTADUAL;130002540606;45455;MARCO ANTONIO GUIMARAES;PSDB
MG;7;DEPUTADO ESTADUAL;130002540607;45205;NETO LUCIO;PSDB
MG;7;DEPUTADO ESTADUAL;130002540596;45123;GLAYCON FRANCO;PSDB
MG;7;DEPUTADO ESTADUAL;130002540595;45111;EDUARDO PEIXE;PSDB
MG;7;DEPUTADO ESTADUAL;130002552433;33345;VANILSA NUSA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552461;33010;MINEIA DO GLORIA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552410;33777;KAIO GUIMARAES;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002554350;33911;LEANDRO ALMEIDA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552419;33300;BEL ANDRADE;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002553025;33933;ROBERSON ARAUJO;MOBILIZA
MG;4;VICE-GOVERNADOR;130002544410;14;CABO DAVID SOUZA;MISSÃO
MG;5;SENADOR;130002552311;290;TIAO PESSOA;PCO
MG;5;SENADOR;130002550560;131;MARILIA CAMPOS;PT
MG;10;2º SUPLENTE;130002551266;277;NOEL GONCALVES DE OLIVEIRA;DC
MG;10;2º SUPLENTE;130002551925;161;ISRAEL PINHEIRO;PSTU
MG;3;GOVERNADOR;130002547874;80;INDIRA XAVIER;UP
MG;3;GOVERNADOR;130002552296;10;CLEITINHO AZEVEDO;REPUBLICANOS
MG;9;1º SUPLENTE;130002551264;277;RITA DE CASSIA ALVES REZENDE D;DC
MG;9;1º SUPLENTE;130002547883;808;SANDRO ALBERTO;UP
MG;9;1º SUPLENTE;130002554333;456;GUSTAVO GALASSI;PSDB
MG;9;1º SUPLENTE;130002551928;160;ORALDO PAIVA;PSTU
MG;6;DEPUTADO FEDERAL;130002543707;4080;LUIZ FERNANDO;PSB
MG;6;DEPUTADO FEDERAL;130002543713;4099;ITAMARPEDRAAZUL;PSB
MG;6;DEPUTADO FEDERAL;130002543711;4091;GORETE DA HABITACAO;PSB
MG;6;DEPUTADO FEDERAL;130002543696;4057;VILSON DA FETAEMG;PSB
MG;6;DEPUTADO FEDERAL;130002543691;4064;FERNANDO FAGUNDES;PSB
MG;6;DEPUTADO FEDERAL;130002547932;1556;STEFANIO;MDB
MG;6;DEPUTADO FEDERAL;130002553604;1577;ALEX ALAN E ALEX;MDB
MG;6;DEPUTADO FEDERAL;130002534460;3027;MARIA EUGENIA;NOVO
MG;6;DEPUTADO FEDERAL;130002534493;3015;HENRIQUE FISCALIZA;NOVO
MG;6;DEPUTADO FEDERAL;130002534481;3033;WARLEY MOL;NOVO
MG;6;DEPUTADO FEDERAL;130002534485;3082;EDILSON GR;NOVO
MG;6;DEPUTADO FEDERAL;130002534458;3026;ADRIANA AGUIAR;NOVO
MG;6;DEPUTADO FEDERAL;130002534463;3007;MARCIO BERNARDINO;NOVO
MG;6;DEPUTADO FEDERAL;130002553036;3322;ANTONIO OTAVIO TJ;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553049;3316;MARIO JUSTINO;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553027;3300;FABIO CARVALHO JUNIOR;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553050;3345;HELIO PINHEIRO PERERECA;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002545585;5588;CASSIO SOARES;PSD
MG;6;DEPUTADO FEDERAL;130002543621;7040;LAZARO MOTORISTA;AVANTE
MG;6;DEPUTADO FEDERAL;130002543624;7066;LUIZ FERNANDO DO FORUM;AVANTE
MG;6;DEPUTADO FEDERAL;130002533250;2540;DR. AILTON;PRD
MG;6;DEPUTADO FEDERAL;130002533261;2566;WANDERSON FERREIRA FERRUGEM;PRD
MG;6;DEPUTADO FEDERAL;130002533234;2508;LILIANA MORAES;PRD
MG;6;DEPUTADO FEDERAL;130002533235;2567;LUCIO GUIMARAES;PRD
MG;6;DEPUTADO FEDERAL;130002550167;7707;ANDREI COLARES;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533264;7700;OLAVO KEESEN;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002550168;7787;VANINHA;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533239;2545;EDER FERREIRA DA UNIPABE;PRD
MG;6;DEPUTADO FEDERAL;130002538268;1205;GABI SALES;PDT
MG;6;DEPUTADO FEDERAL;130002538291;1217;MARCOS REIS;PDT
MG;6;DEPUTADO FEDERAL;130002538298;1266;RONALDO BOM BRASIL;PDT
MG;6;DEPUTADO FEDERAL;130002538278;1277;ERASMO VARZEA DA PALMA;PDT
MG;6;DEPUTADO FEDERAL;130002552303;2929;LOURDES FRANCISCO;PCO
MG;6;DEPUTADO FEDERAL;130002541993;2288;HERMANO FREITAS;PL
MG;6;DEPUTADO FEDERAL;130002542019;2270;GREYCE ELIAS;PL
MG;6;DEPUTADO FEDERAL;130002542004;2232;DELEGADA IONE;PL
MG;6;DEPUTADO FEDERAL;130002539854;4526;ALEKS VIANA;PSDB
MG;6;DEPUTADO FEDERAL;130002539857;4513;LAIZA PAMELA;PSDB
MG;6;DEPUTADO FEDERAL;130002539842;4545;PAULO ABI-ACKEL;PSDB
MG;6;DEPUTADO FEDERAL;130002539877;4550;ROGERIO FERREIRA;PSDB
MG;6;DEPUTADO FEDERAL;130002539871;2300;FLECHA DE LIMA;CIDADANIA
MG;6;DEPUTADO FEDERAL;130002539855;4599;DOCA MASTROIANO;PSDB
MG;6;DEPUTADO FEDERAL;130002542030;2207;LETICIA SANTIAGO;PL
MG;6;DEPUTADO FEDERAL;130002542041;2272;PERINHO DA TIGRESA;PL
MG;6;DEPUTADO FEDERAL;130002542017;2240;EMIDINHO MADEIRA;PL
MG;6;DEPUTADO FEDERAL;130002541995;2203;CRISTIANO CAPITOLIO;PL
MG;6;DEPUTADO FEDERAL;130002548775;2034;ANDREA LIMA;PODE
MG;6;DEPUTADO FEDERAL;130002548790;2024;FATIMA BURGUER;PODE
MG;6;DEPUTADO FEDERAL;130002548777;2065;DUDA DO LAVA JATO;PODE
MG;6;DEPUTADO FEDERAL;130002548807;2070;DR. HUGO;PODE
MG;6;DEPUTADO FEDERAL;130002548791;2056;DR CLAUDIO - DINHO;PODE
MG;6;DEPUTADO FEDERAL;130002548810;2096;FABIO PIRES;PODE
MG;6;DEPUTADO FEDERAL;130002548776;2095;EDER;PODE
MG;6;DEPUTADO FEDERAL;130002535276;1314;ANA PIMENTEL;PT
MG;6;DEPUTADO FEDERAL;130002535318;4333;ANDERSON ADAUTO;PV
MG;6;DEPUTADO FEDERAL;130002535279;1313;ROGERIO CORREIA;PT
MG;6;DEPUTADO FEDERAL;130002535295;4399;FERNANDO FEIJAO;PV
MG;6;DEPUTADO FEDERAL;130002535286;1339;MIGUEL ANGELO;PT
MG;6;DEPUTADO FEDERAL;130002535292;1308;MARCIO DO NASA;PT
MG;6;DEPUTADO FEDERAL;130002535303;1315;PADRE JOAO;PT
MG;6;DEPUTADO FEDERAL;130002535299;1391;JOANA DARC GUIMARAES;PT
MG;6;DEPUTADO FEDERAL;130002539737;1811;FERNANDA KHOIRI;REDE
MG;6;DEPUTADO FEDERAL;130002538964;5007;FELIPPE BRANCO;PSOL
MG;6;DEPUTADO FEDERAL;130002538967;1840;PABLO FIGUEIREDO;REDE
MG;6;DEPUTADO FEDERAL;130002539728;5050;DUDA SALABERT;PSOL
MG;6;DEPUTADO FEDERAL;130002539731;1846;TAMARA OLIVEIRA;REDE
MG;6;DEPUTADO FEDERAL;130002538963;1818;SANDRO HELENO;REDE
MG;6;DEPUTADO FEDERAL;130002551262;2700;DIACONISA DENISE;DC
MG;6;DEPUTADO FEDERAL;130002544428;1419;VALDEMAR ABRAO;MISSÃO
MG;6;DEPUTADO FEDERAL;130002542695;4433;SAMUEL VIANA;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542697;1100;JUNYNHO MARTINS;PP
MG;6;DEPUTADO FEDERAL;130002554335;1130;ERIKA GUERRIERI;PP
MG;6;DEPUTADO FEDERAL;130002542732;1115;SHIRLEY ROSA;PP
MG;6;DEPUTADO FEDERAL;130002542733;4401;PROFESSOR CABO CUNHA;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542712;4414;CABO ISA;UNIÃO
MG;6;DEPUTADO FEDERAL;130002537222;1081;JOSE CALDEIRA;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537196;1080;FABIO MAQUINAS;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537221;1011;FEINHO LOCUTOR;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537195;1002;ANDREA ROCHA;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002535379;43043;SARA VITRAL;PV
MG;7;DEPUTADO ESTADUAL;130002535357;43300;MARCELO MONTEIRO;PV
MG;7;DEPUTADO ESTADUAL;130002535368;43456;PROFESSOR GABRIEL MENDES;PV
MG;7;DEPUTADO ESTADUAL;130002535330;13120;CRISTIANO SILVEIRA;PT
MG;7;DEPUTADO ESTADUAL;130002535382;43700;PROFESSOR CLEITON;PV
